"X1","X2","X3","rep(seat, nrow(table))","rep(city, nrow(table))","rep(year, nrow(table))"
"Haji Ghulam Ahmad Bilour","ANP","44210",1,"Peshawar",2008
"Ayub Shah","PPP","37682",1,"Peshawar",2008
"Haji Abdul Jalil Jan","MMA","4103",1,"Peshawar",2008
"SaifUllah","Independent","661",1,"Peshawar",2008
"Abdullah Jan","Independent","313",1,"Peshawar",2008
"Aurangzeb","Independent","261",1,"Peshawar",2008
"Jawad Aziz","AHTP","247",1,"Peshawar",2008
"Kakagi Muhammad Zahoor","PPP (S.B)","232",1,"Peshawar",2008
"Fakhri Alam Khan Paracha","Independent","184",1,"Peshawar",2008
"Ashoni Kumar","Independent","156",1,"Peshawar",2008
"Muhammad Zunbair Anjum","MQM","151",1,"Peshawar",2008
"Mian Sultan Mohammad","Independent","71",1,"Peshawar",2008
"Khawaja Yawar Naseer","Independent","54",1,"Peshawar",2008
"Dr. Arbab Alamgir Khan","PPP","34443",2,"Peshawar",2008
"Arbab Najeeb Ullah Khanh Khalil","ANP","23992",2,"Peshawar",2008
"Maulana Rehmat Ullah","MMA","7346",2,"Peshawar",2008
"Asif Ullah Qasmi","Independent","5326",2,"Peshawar",2008
"Syed Zahoor Shah","PML(N)","3103",2,"Peshawar",2008
"Malik Najab Gul Khalil Adv","PML","1560",2,"Peshawar",2008
"Dr. Taj Muhammad Khan","Independent","210",2,"Peshawar",2008
"Muhammad Atteq ur Rehman"," Independent","174",2,"Peshawar",2008
"Haji Aftab Muhammad","Independent","139",2,"Peshawar",2008
"Noor Alam Khan","PPP","27038",3,"Peshawar",2008
"Muhammad Hashim Babar","ANP","26201",3,"Peshawar",2008
"Aziz ud Din","MMA","17383",3,"Peshawar",2008
"Engineer Iqbal Zafar Jaghra","PML(N)","12096",3,"Peshawar",2008
"Muhammad Intikhab Khan","PML","5679",3,"Peshawar",2008
"Taimoor Khan","Independent","2071",3,"Peshawar",2008
"Arbab Roohullah Khan","Independent","342",3,"Peshawar",2008
"Ajmal Khan Afridi","Independent","85",3,"Peshawar",2008
"Arbab Muhammad Zahir Khan","ANP","31598",4,"Peshawar",2008
"Muhammad Azam Afridi","PPP","18702",4,"Peshawar",2008
"Ameer Maqam","PML","18583",4,"Peshawar",2008
"Maulana Nisar Khan","MMA","9452",4,"Peshawar",2008
"Arbab Muhammad Nawaz Khan","Independent","1000",4,"Peshawar",2008
"Syed Kamal Badshah","Independent","980",4,"Peshawar",2008
"Khalid Ikram","Independent","362",4,"Peshawar",2008
"Niaz Ullah"," Independent","129",4,"Peshawar",2008
"Eng:Muhammad Tariq Khattak","PPP","31907",5,"Nowshera",2008
"Tariq Hameed Khattak","ANP","29572",5,"Nowshera",2008
"Mian Yahya Shah Kaka Khel","PML","17397",5,"Nowshera",2008
"Mufti Muhammad Sajjad","MMA","9192",5,"Nowshera",2008
"Ishtiaq Ahmed Advocate","PML(N)","4229",5,"Nowshera",2008
"Sajid","Independent","1631",5,"Nowshera",2008
"Astaghfir Ullah Advocate","Independent","642",5,"Nowshera",2008
"Masood Abbas Khattak","ANP","36835",6,"Nowshera",2008
"Mian Jamshed-ud-Din","PPP(S)","27951",6,"Nowshera",2008
"Mian Muzaffar Shah","PPP","20358",6,"Nowshera",2008
"Asfandiyar Wali Khan","ANP","57234",7,"Charsadda",2008
"Naseer Mohammad Khan","PPP","17883",7,"Charsadda",2008
"Alamzaib Umerzai","PPP (S)","8882",7,"Charsadda",2008
"Kalim Akbar","PML (N)","3588",7,"Charsadda",2008
"Aftab Ahmad Khan Sherpao","PPP(S)","30626",8,"Charsadda",2008
"Bashir Khan Umerzai","ANP","29951",8,"Charsadda",2008
"Anwar ul Habib","MMA","12239",8,"Charsadda",2008
"Sajjad Ali","PML(N)","3940",8,"Charsadda",2008
"Syed Zakir Shah Bacha","Independent","1306",8,"Charsadda",2008
"Himayat Ullah Mayar","ANP","30770",9,"Mardan",2008
"Moulana Shuja ul Mulk","JUI (S)","24621",9,"Mardan",2008
"Muhammad Sarfraz Khan","Independent","519",9,"Mardan",2008
"Syed Umer alias Member","Independent","373",9,"Mardan",2008
"Zulqurnain","Independent","282",9,"Mardan",2008
"Muhammad Nawab alias Chona","Independent","193",9,"Mardan",2008
"Yasir Ali","Independent","111",9,"Mardan",2008
"Abid Khan","Independent","93",9,"Mardan",2008
"Asia Naz Awan","Independent","92",9,"Mardan",2008
"Maulana Mohammad Qasim","MMA","29279",10,"Mardan",2008
"Nawabzada Abdul Qadir Khan","PPP","23138",10,"Mardan",2008
"Mohammad Farooq Khan","ANP","21115",10,"Mardan",2008
"Naseem Mhammad Khan","PML","6774",10,"Mardan",2008
"Jalal Khan Khattak","PPP(S)","6012",10,"Mardan",2008
"Muhammad Shoaib Khan","PML(N)","3782",10,"Mardan",2008
"Atta Ullah","Independent","1898",10,"Mardan",2008
"Tahir Iqbal","AHT","1732",10,"Mardan",2008
"Zair Ullah Khan","MQM","201",10,"Mardan",2008
"Khanzada Khan","PPP","20896",11,"Mardan",2008
"Maulana Taj-ul-Amin Jabal","MMA","18155",11,"Mardan",2008
"Muhammad Waqar","Independent","193",11,"Mardan",2008
"Bakhtiar Ali","Independent","186",11,"Mardan",2008
"Murad Ali Shah","Independent","153",11,"Mardan",2008
"Shah Hassan","Independent","110",11,"Mardan",2008
"Syed Naveed Ali Shah","Independent","105",11,"Mardan",2008
"Mumtaz Ali Khan","Independent","58",11,"Mardan",2008
"Asif Nawaz","PQP","37",11,"Mardan",2008
"Amresh Khan","PML","29",11,"Mardan",2008
"Muhammad Atiqur Rehman","Independent","19",11,"Mardan",2008
"Engineer Usman Khan Tarkai","Independent","49872",12,"Swabi",2008
"Asfandiyar Wali Khan","ANP","49574",12,"Swabi",2008
"Umar Farooq Khan Shawa","PPP","7163",12,"Swabi",2008
"Said Mukhtar Ahmed","MMA","1462",12,"Swabi",2008
"Raziq Dad","PAP","775",12,"Swabi",2008
"Perviz Khan Advocate","ANP","26603",13,"Swabi",2008
"Muhammad Naeem","PPP","19418",13,"Swabi",2008
"Liaqat Ahmed Khan","PML(N)","14649",13,"Swabi",2008
"Maulana Atta-ul-Haq","MMA","12359",13,"Swabi",2008
"Fazal Wadood","PPP(S)","10695",13,"Swabi",2008
"Khalil Ahmed","Independent","9754",13,"Swabi",2008
"Muhammad Asad","Independent","7833",13,"Swabi",2008
"Ishaq Ahmed Advocate","Independent","949",13,"Swabi",2008
"Raziq Dad","PAP","460",13,"Swabi",2008
"Pir Dilawar Shah","ANP","30681",14,"Kohat",2008
"Malak Mohammad Asad Khan","Independent","23030",14,"Kohat",2008
"Syed Iftikhar Hussain Gilani","Independent","17466",14,"Kohat",2008
"Molana Abdul Hai","MMA","10573",14,"Kohat",2008
"Abdul Rauf Advocate","PPP","8421",14,"Kohat",2008
"Qari Ubaidullah Haidri","Independent","6774",14,"Kohat",2008
"Javaid Ibrahim Paracha","PML(N)","1292",14,"Kohat",2008
"Pir Hafiz Khurshid Ali Khan","Independent","215",14,"Kohat",2008
"Shahid Khan Advocate","MQM","166",14,"Kohat",2008
"Mufti Ajmal Khan","MMA","28665",15,"Karak",2008
"Shams ur Rehman Khattak","PML(N)","22053",15,"Karak",2008
"Muhammad Ayub Khan Khattak","PML","21497",15,"Karak",2008
"Nawabzada Mohsin Ali Khan","Independent","21002",15,"Karak",2008
"Sher Nawaz Khattak","ANP","14808",15,"Karak",2008
"Sher Qanoos Advocate","PPP","2313",15,"Karak",2008
"Shahinshah Khuddar","MQM","178",15,"Karak",2008
"Gul Taz Ali Khattak","Independent","72",15,"Karak",2008
"Syed Haider Ali Shah","ANP","22180",16,"Hangu",2008
"Maulana Mian Hussain Jalali","MMA","19513",16,"Hangu",2008
"Doctor Syed Ghazi Gulab Jamal","Independent","16404",16,"Hangu",2008
"Abdul Wakeel","Independent","224",16,"Hangu",2008
"Azmat Ali Khan Bangash","Independent","155",16,"Hangu",2008
"Sardar Mehtab Ahmed Khan","PML(N)","58041",17,"Abbottabad",2008
"Dr.Muhammad Azhar Khan Jadoon","Independent","36668",17,"Abbottabad",2008
"Amanullah Khan Jandoon","PML","34974",17,"Abbottabad",2008
"Professor Raja Aurangzeb Khan","MMA","1465",17,"Abbottabad",2008
"Ghulam Mustafa Sumsam Qureshi","MMA","589",17,"Abbottabad",2008
"Murtaza Javid Abbasi","PML(N)","72586",18,"Abbottabad",2008
"Sardar Muhammad Yaqoob","PML","35480",18,"Abbottabad",2008
"Choudry Faisal Zulfiqar Ali","Independent","18146",18,"Abbottabad",2008
"Sardar Muhammad Riaz Khan","Independent","8209",18,"Abbottabad",2008
"Sardar Mushtaq Ahmed","PPP","5992",18,"Abbottabad",2008
"Qazi Muhammad Azhar Advocate","PPP(S)","3794",18,"Abbottabad",2008
"Qari Syed Abdul Rahim Shah","MMA","2373",18,"Abbottabad",2008
"Raja Khan","Independent","1566",18,"Abbottabad",2008
"Sakandar Azam","Independent","1217",18,"Abbottabad",2008
"LT: Col: Abdul Ghaffar Javid","Independent","728",18,"Abbottabad",2008
"Mohammad Javid Abbasi","Independent","399",18,"Abbottabad",2008
"Sardar Aurangzeb","Independent","335",18,"Abbottabad",2008
"Nisar Ahmed Sultan Tanoli","MMA","154",18,"Abbottabad",2008
"Sardar Muhammad Mushtaq","PML(N)","98670",19,"Haripur",2008
"Raja Amir Zaman","Independent","71254",19,"Haripur",2008
"Umar Ayub Khan","PML","50631",19,"Haripur",2008
"Syed Waqar Hussain Shah","Independent","1363",19,"Haripur",2008
"Dr Riaz Baig","Independent","580",19,"Haripur",2008
"Sardar Shajehan Yousaf","PML","73644",20,"Mansehra",2008
"Lt Gen(R) Salah-ud-Din Trimzi","PML(N)","72526",20,"Mansehra",2008
"Ghayas-ud-din Khan","PPP","8114",20,"Mansehra",2008
"Naveed Akhter Khan","MQM","830",20,"Mansehra",2008
"Faiz Muhammad Khan","PML(N)"," 51482",21,"Mansehra",2008
"Zargul Khan","PML"," 37592",21,"Mansehra",2008
"Nawab Zada Salahudin Saeed","Independent"," 21500",21,"Mansehra",2008
"Shaheen Zamir","PPP"," 17415",21,"Mansehra",2008
"Iqbal Zaib Khan","ANP","9231",21,"Mansehra",2008
"Iqbal Zaib Khan","Independent","931",21,"Mansehra",2008
"Doctor Ejaz Hussain","MQM","581",21,"Mansehra",2008
"Muhammad Nawaz Khan","PML","22316",22,"Battagram",2008
"Qari Muhammad Yousaf","MMA","20036",22,"Battagram",2008
"Ihsanullah Khan","Independent","5155",22,"Battagram",2008
"Niaz Muhammad Khan","PML(N)","4881",22,"Battagram",2008
"Imran Khan","Independent","1591",22,"Battagram",2008
"Muhammad Israr ul Haq Haqqani","Independent","575",22,"Battagram",2008
"Ajmal Khan","PPP","489",22,"Battagram",2008
"Mehboobullah","Independent","14100",23,"Kohistan",2008
"Haji Misar Khan","PPP","13412",23,"Kohistan",2008
"Saranzaib Khan","PML","9625",23,"Kohistan",2008
"Jehanzeb Khan","PML(N)","6439",23,"Kohistan",2008
"Molvi Karimdad","MMA","5418",23,"Kohistan",2008
"Abdur Rehman","Independent","3960",23,"Kohistan",2008
"Didar Khan","Independent","78",23,"Kohistan",2008
"Abdul Sattar Khan","Independent","54",23,"Kohistan",2008
"Faisal Karim Kundi","PPP","83560",24,"D.I.Khan",2008
"Maulana Fazal ur Rehman","MMA","45990",24,"D.I.Khan",2008
"Abdul Aziz Khan","PBP","2744",24,"D.I.Khan",2008
"HizbUllah Gandapur","PML(N)","2155",24,"D.I.Khan",2008
"Ahmad Kundi","Independent","1964",24,"D.I.Khan",2008
"Al-Haaj Ikram Ullah Khanh Gandapur","Independent","710",24,"D.I.Khan",2008
"Mohammad Zubair Anjum","MQM","642",24,"D.I.Khan",2008
"Sardar Umar Farooaq Khan Mianh Khel","Independent","478",24,"D.I.Khan",2008
"Mati Ullah Baloch Advocate","Independent","388",24,"D.I.Khan",2008
"Atta ur Rehman","MMA","44673",25,"D.I.Khan-Com-Tank",2008
"Habibullah Khan Kundi","PML","42831",25,"D.I.Khan-Com-Tank",2008
"Engr:Dawar Khan Kundi","PML","39450",25,"D.I.Khan-Com-Tank",2008
"Abdur Rahim Khan Kundi","Independent","1607",25,"D.I.Khan-Com-Tank",2008
"Umar Amin Khan","Independent","1289",25,"D.I.Khan-Com-Tank",2008
"Al-Haj Sardar Umar Farooqh Mian Khel","Independent","1069",25,"D.I.Khan-Com-Tank",2008
"Nawabzada Mohammad Saifullahh Khan","Independent","556",25,"D.I.Khan-Com-Tank",2008
"Hizbullah Gandapur","PML(N)","497",25,"D.I.Khan-Com-Tank",2008
"Fahimullah Gandapur","Independent","400",25,"D.I.Khan-Com-Tank",2008
"Irfanullah Khan Kundi","Independent","324",25,"D.I.Khan-Com-Tank",2008
"Tariq Rahim Kundi","Independent","134",25,"D.I.Khan-Com-Tank",2008
"Maulana Fazal Ur Rehman","MMA","91484",26,"Bannu",2008
"Malik Nasir Khan","Independent","56546",26,"Bannu",2008
"Lt: Col (R) Alhaj Inamullahh Wazir","Independent","11558",26,"Bannu",2008
"Muhammad Mustafa Khan","Independent","3633",26,"Bannu",2008
"Abdul Hafeez","Independent","626",26,"Bannu",2008
"Muhammad Roshan Khan","MQM","586",26,"Bannu",2008
"Hamayun Saifullah Khan","PML","61303",27,"Lakki Marwat",2008
"Doctor Muhammad Khalid Razah Pir Zakori Sharif","MMA","52315",27,"Lakki Marwat",2008
"Khan Bahader Marwat","Independent","5949",27,"Lakki Marwat",2008
"Hamidullah Khan","ANP","1597",27,"Lakki Marwat",2008
"Hidayatullah Khan","Independent","989",27,"Lakki Marwat",2008
"Nasir Muhammad Khan","Independent","697",27,"Lakki Marwat",2008
"Maulana Hidayatullah","Independent","164",27,"Lakki Marwat",2008
"Manzoor Ahmad","Independent","122",27,"Lakki Marwat",2008
"Imran Nawab","Independent","108",27,"Lakki Marwat",2008
"Munawar Khan","Independent","100",27,"Lakki Marwat",2008
"Pir Zada Muhammad Raees Khan","Independent","75",27,"Lakki Marwat",2008
" Rooh ul Amin"," Independent","  69",27,"Lakki Marwat",2008
" Tariq Ahmad Khan"," Independent","  59",27,"Lakki Marwat",2008
"Abdul Mateen Khan","ANP","21801",28,"
      Complete Result of NA28 Buner",2008
"Barrister Gohar Ali Khan","PPP","18456",28,"
      Complete Result of NA28 Buner",2008
"Sher Akbar Khan","PPP-S","21801",28,"
      Complete Result of NA28 Buner",2008
"Fanoos Gujar","PAP","13396",28,"
      Complete Result of NA28 Buner",2008
"Ali Sher Khan","PML-N","1994",28,"
      Complete Result of NA28 Buner",2008
"Irshad Alam","PML","1904",28,"
      Complete Result of NA28 Buner",2008
"Muzafer ul Mulk","ANP","19860",29,"Swat",2008
"Main Gul Adnan Aurangzeb","Independent","17253",29,"Swat",2008
"Salim Rehman","PPP","12774",29,"Swat",2008
"Fazal Rahman","PPP(S)","9184",29,"Swat",2008
"Maulana Sadiq Ahmad","MMA","8592",29,"Swat",2008
"Riaz Ahmad Khan","PML(N)","4575",29,"Swat",2008
"Maryam Bibi","MQM","345",29,"Swat",2008
"Rizwana Latif","Independent","212",29,"Swat",2008
"Syed Allauddin","PPP","24063",30,"Swat",2008
"Shujaat Ali Khan","PML","16337",30,"Swat",2008
"Sher Bahader","Independent","7894",30,"Swat",2008
"Mohammad Hafizur Rehman","MMA","7363",30,"Swat",2008
"Mohammad Ayub Khan Advocate","ANP","3804",30,"Swat",2008
"Fanoos Gujar","PAP","3679",30,"Swat",2008
"Mohammad Riyaz","PML(N)","3014",30,"Swat",2008
"Mufti Hussain Ahmad","Independent","1639",30,"Swat",2008
" Moulana Altafullah","  Independent"," 1031",30,"Swat",2008
" Shakirullah","  Independent"," 490",30,"Swat",2008
"Eng: Amir Muqam","PML","26928",31,"Shangla",2008
"Sadeed ur Rehman","ANP","15740",31,"Shangla",2008
"Dr.Afsar ul Mulk Khan","PPP","12999",31,"Shangla",2008
"Rahat Hussain","MMA","6474",31,"Shangla",2008
"Ahmad Shah Khan","PPP(S)","2873",31,"Shangla",2008
"Safeer Khan","Independent","1171",31,"Shangla",2008
"Fanoos Gujar","PAP","938",31,"Shangla",2008
"Muhammad Saleem","Independent","193",31,"Shangla",2008
"Shahzada Muhyuddin","PML","33278",32,"Chitral",2008
"Sardar Muhammad Khan","Independent","31120",32,"Chitral",2008
"Shahzada Ghulam Muhyuddin","PPP","18516",32,"Chitral",2008
"Molvi Muhammad Jehangir Khan","MMA","2759",32,"Chitral",2008
"Nadir Khawaja","Independent","695",32,"Chitral",2008
"Najum-din Khan","PPP","27594",33,"Upper Dir-Cum-Lower Dir",2008
"Sahibzada Sibghatullalh","Independent","19910",33,"Upper Dir-Cum-Lower Dir",2008
"Naveed Anjum Khan","ANP","8124",33,"Upper Dir-Cum-Lower Dir",2008
"Mohmmad-ul-Mulk (Akhon Zada)","PML(N)","6508",33,"Upper Dir-Cum-Lower Dir",2008
"Farhad Ali Khan","PML","5606",33,"Upper Dir-Cum-Lower Dir",2008
" Molana Fazal Azim","  MMA","  1572",33,"Upper Dir-Cum-Lower Dir",2008
" Dr. Bahramand Khan","  Independent","  395    ",33,"Upper Dir-Cum-Lower Dir",2008
" Maulana Said Jalal","  Independent","  118",33,"Upper Dir-Cum-Lower Dir",2008
" Saleem-ur-rehman Adovocate","  Independent","  84",33,"Upper Dir-Cum-Lower Dir",2008
"Malak Azmat Khan","PPP","38068",34,"Lower Dir",2008
"Muhammad Ayoub Khan","ANP","24480",34,"Lower Dir",2008
"Qazi Fazal Ullah","MMA","11449",34,"Lower Dir",2008
"Muhammad Ishaq","PPP(S)","8702",34,"Lower Dir",2008
"Javed Iqbal","PML","3366",34,"Lower Dir",2008
" Shamsul Qamar Khan","  Independent","  761",34,"Lower Dir",2008
" Dr.Bahramand Khan","  Independent","  625    ",34,"Lower Dir",2008
"Lal Muhammad Khan","PPP","34472",35,"Malakand P.A",2008
"Nisar Muhammad","PPP(S)","15028",35,"Malakand P.A",2008
"Sahibzada Khalid Jan","MMA","5555",35,"Malakand P.A",2008
"Muhammad Riaz","PML","5462",35,"Malakand P.A",2008
"Ahmadullah","ANP","5427",35,"Malakand P.A",2008
" Sajjad Ahmad"," PML(N)","  4800",35,"Malakand P.A",2008
"Bilal Rehman","Independent","5270",36,"Tribal Area",2008
"Shahbaz Khan Mohmand","Independent","4229",36,"Tribal Area",2008
"Maulana Ghulam Mohammad Sadiq","Independent","3483",36,"Tribal Area",2008
"Fazal Manan Mohmand","Independent","2111",36,"Tribal Area",2008
"Doctor Farooq Afzal","Independent","1892",36,"Tribal Area",2008
"Muhammad Naseer","Independent","1826",36,"Tribal Area",2008
"Asghar Khan","Independent","1332",36,"Tribal Area",2008
"Hafiz Mohabat Khan","Independent","1023",36,"Tribal Area",2008
"Ataullah","Independent","393",36,"Tribal Area",2008
"Khair Ullah","Independent","367",36,"Tribal Area",2008
"Ihsan ullah","Independent","318",36,"Tribal Area",2008
" Shahen Shah","  Independent","  169",36,"Tribal Area",2008
" Shahbaz Yasar Ali","  Independent","  141",36,"Tribal Area",2008
" Wazir Muhammad Khan","  Independent","  94",36,"Tribal Area",2008
" Saeed-ur-Rehman","  Independent","  60",36,"Tribal Area",2008
" Javid Yousaf Mohmand","  Independent","  55",36,"Tribal Area",2008
" Mualim Khan","  Independent","  25",36,"Tribal Area",2008
" Aftab Ahmad Khan","  Independent","  24",36,"Tribal Area",2008
" Riyasat Ali Khan","  Independent","  24",36,"Tribal Area",2008
" Malik Manzoor Khan","  Independent","  21",36,"Tribal Area",2008
" Ikramullah Khan","  Independent","  16",36,"Tribal Area",2008
"Sajid Hussain Turi","Independent","26287",37,"Tribal Area",2008
"Doctor Syed Riaz Hussain","Independent","20793",37,"Tribal Area",2008
"Syed Sajjad Hussain","Independent","20267",37,"Tribal Area",2008
"Salah-u-Din","Independent","19636",37,"Tribal Area",2008
"S. Syed Hussain","Independent","18",37,"Tribal Area",2008
"Syed Iqbal Hussain","Independent","13",37,"Tribal Area",2008
"Rajab Ali","Independent","10",37,"Tribal Area",2008
"Syed Mohammad","Independent","8",37,"Tribal Area",2008
"Shafaat Hussain","Independent","8",37,"Tribal Area",2008
"Qaim Hussain","Independent","7",37,"Tribal Area",2008
"Doctor Syed Mohammad Ali Shah","Independent","6",37,"Tribal Area",2008
" Syed Iqbal Mian","  Independent","  6",37,"Tribal Area",2008
" Fakhar Zaman","  Independent","  6",37,"Tribal Area",2008
" Doctor Syed Javaid Hussain","  Independent","  5",37,"Tribal Area",2008
" Muhammad Hussain","  Independent","  5",37,"Tribal Area",2008
" Doctor Ghayyur Hussain","  Independent","  4",37,"Tribal Area",2008
" Malik Dildar Hussain","  Independent","  4",37,"Tribal Area",2008
" Engineer Akbar Ali","  Independent","  2",37,"Tribal Area",2008
" Doctor Syed Mumtaz Hussain Shah","  Independent","  2",37,"Tribal Area",2008
" Shabir Hussain","  Independent","  2",37,"Tribal Area",2008
" Hamid Hussain","  Independent","  1",37,"Tribal Area",2008
" Hamid Hussain","  Independent","  0",37,"Tribal Area",2008
" Syed Wali Syed Mian","  Independent","  0",37,"Tribal Area",2008
" Mehmood Ali Khan","  Independent","  0",37,"Tribal Area",2008
"Munir Khan Orakzai","Independent","16525",38,"Tribal Area",2008
" Maulana Akhunzada Obaidullah Sharif","  Independent","  4270",38,"Tribal Area",2008
"Habib Malik Orakzai","Independent","2990",38,"Tribal Area",2008
"Naveed Ahmad Khan","Independent","805",38,"Tribal Area",2008
"Malak Mohammad Naseer Khan","Independent","124",38,"Tribal Area",2008
"Doctor Gul Manan","Independent","40",38,"Tribal Area",2008
"Salah-u-Din","Independent","27",38,"Tribal Area",2008
"Malak Noor Ahmad Shah Orakzai","Independent","21",38,"Tribal Area",2008
"Abdul Hameed Khan","Independent","20",38,"Tribal Area",2008
"Eid Nazar Mangal","Independent","14",38,"Tribal Area",2008
"Mohammad Amin Khan Orakzai","Independent","12",38,"Tribal Area",2008
"Haji Fazle Maula Masozai","Independent","10",38,"Tribal Area",2008
" Shamsulhaq","  Independent","  9",38,"Tribal Area",2008
" Akhunzada Abdul Wali Khan","  Independent","  8",38,"Tribal Area",2008
" Engineer Rashid Ahmad Khan","  Independent","  7",38,"Tribal Area",2008
" Abdul Ghaffar Khan Ghafoor","  Independent","  7",38,"Tribal Area",2008
" Akhunzada Mohammad Nawaz","  Independent","  4",38,"Tribal Area",2008
" Haji Sohbat Khan Orakzai","  Independent","  3",38,"Tribal Area",2008
" Malik Haji Abdul Manan Bangush","  Independent","  3",38,"Tribal Area",2008
" Malak Fakhar Zaman Khan","  Independent","  1",38,"Tribal Area",2008
"Jawad Hussain","Independent","21844",39,"Tribal Area",2008
"hDr. Gul Karim Khan","  Independent","  8247",39,"Tribal Area",2008
"Malik Atiq ur Rehman Orakzai","Independent","5618",39,"Tribal Area",2008
"Mian Syed Muhammad Hussain","Independent","5438",39,"Tribal Area",2008
"Engineer Muhammad Saeed KhanhAurakzai","Independent","4703",39,"Tribal Area",2008
"Tahir Iqbal","Independent","2530",39,"Tribal Area",2008
"Dr. Muhammad Javed AbdulhGhani","Independent","378",39,"Tribal Area",2008
"Doctor Syed Ghazi Gulab Jamal","Independent","83",39,"Tribal Area",2008
"Syed Javed Hussain","Independent","74",39,"Tribal Area",2008
"Dr. Gulab Akbar","Independent","67",39,"Tribal Area",2008
"Hanif Khan","Independent","44",39,"Tribal Area",2008
"Mufeed Ali","Independent","37",39,"Tribal Area",2008
" Syed Noor Akber","  Independent","  34",39,"Tribal Area",2008
" Riaz Hussain","  Independent","  29",39,"Tribal Area",2008
" Muhammad Kamran Khan","Independent","5894",40,"Tribal Area",2008
"hAbdul Qayyum","  PCM","  5441",40,"Tribal Area",2008
"Aurang Zeb Khan","Independent","5202",40,"Tribal Area",2008
"Abdullah Shah","Independent","4056",40,"Tribal Area",2008
" Muhammad Ajmal Khan","  Independent","  3051",40,"Tribal Area",2008
"Maulana Syed Nek Zaman Haqani","Independent","2515",40,"Tribal Area",2008
"Nisar Ali Khan Dawer","Independent","1855",40,"Tribal Area",2008
"Sadiqullah Mufti","Independent","1392",40,"Tribal Area",2008
"Fazal-e-Subhan","Independent","1326",40,"Tribal Area",2008
"Maulana Ainullah Dawer","Independent","1265",40,"Tribal Area",2008
"Sadiqullah Dawar","Independent","1130",40,"Tribal Area",2008
"Dr.Shahid Rauf","Independent","958",40,"Tribal Area",2008
"Hafiz Ahmad Jan","Independent","378",40,"Tribal Area",2008
" Dr.Bahsir Ahmad Khan","  Independent","  65",40,"Tribal Area",2008
" Gul Alam","  Independent","  63",40,"Tribal Area",2008
" Fida Muhammad","  Independent","  16",40,"Tribal Area",2008
" Haji Laiq Zaman","  Independent","  11",40,"Tribal Area",2008
" Zabehullah","  Independent","  9",40,"Tribal Area",2008
" Muhammad Asghar","  Independent","  9",40,"Tribal Area",2008
" Muhammad Ishaq","  Independent","  3",40,"Tribal Area",2008
" Moulana Abul MalikhWazir","Independent","9000",41,"Tribal Area",2008
"hGhalib Khan","  Independent","  8177",41,"Tribal Area",2008
"Aziz-u- Hassan Wazir","Independent","7179",41,"Tribal Area",2008
"Ghani Khan Salam Khel","Independent","4077",41,"Tribal Area",2008
" Mohammad Ali Wazir","  Independent","  3212",41,"Tribal Area",2008
"Mohammad Jehangir Khan","Independent"," 85",41,"Tribal Area",2008
"Ghulm Haidar","Independent"," 52",41,"Tribal Area",2008
"Ajab Gul Wazir","Independent"," 31",41,"Tribal Area",2008
"Maulana Abdul Malik Wazir","Independent"," 19",41,"Tribal Area",2008
"Jehanzeb Khan","Independent"," 17",41,"Tribal Area",2008
"Mohammad Tariq Wazir","Independent","  6",41,"Tribal Area",2008
" Sardar Aman-Uddin","Independent","0",42,"Tribal Area",2008
"hAsam-ud-Din","  Independent","  0",42,"Tribal Area",2008
"Mufti Faqir Amir Akber Sahib","Independent","0",42,"Tribal Area",2008
"Maulana Muhammad Meraj-UddinhQuresh","Independent","0",42,"Tribal Area",2008
" Shaukatullah Khan","Independent","7428",43,"Tribal Area",2008
"hSheikh Jehanzada","  Independent","  3079",43,"Tribal Area",2008
"Bashir Mohammad","Independent","3009",43,"Tribal Area",2008
"Saeed-ur-Rahman","Independent","568",43,"Tribal Area",2008
" Haji Akbar Jan","  Independent","  290",43,"Tribal Area",2008
" Mufti Israr Ahmad","  Independent","  247",43,"Tribal Area",2008
" Inayat-ur-Rahman","  Independent","  171",43,"Tribal Area",2008
" Habib Rasool safi","  Independent","   65",43,"Tribal Area",2008
" Hayat Mohammad","  Independent","   63",43,"Tribal Area",2008
" Syed Akhun ZadahChittan","Independent","6257",44,"Tribal Area",2008
"hShahab ud Din Khan","  Independent","  5203",44,"Tribal Area",2008
"Gul Dad Khan","Independent","4648",44,"Tribal Area",2008
"Haji Rahat Yousaf","Independent","2348",44,"Tribal Area",2008
" Muhammad Fazil","  Independent","  1586",44,"Tribal Area",2008
" Zir Muhammad","  Independent","  1264",44,"Tribal Area",2008
" Maulana Fazal Manan","  Independent","  1262",44,"Tribal Area",2008
" Mufti Israr Ahmad","  Independent","   602",44,"Tribal Area",2008
" Al Haj Mohammad Din Khan","  Independent","   51",44,"Tribal Area",2008
" Noor Ul Haq Qadri","Independent","13876",45,"Tribal Area",2008
"hMohammad Ibrahim Koki Khel","  Independent","  12548",45,"Tribal Area",2008
"Zahid Khan","Independent","5351",45,"Tribal Area",2008
"Ajab Khan Afridi Zakha Khel","Independent","1641",45,"Tribal Area",2008
" Mufti Mohammad Ijaz","  Independent","  796",45,"Tribal Area",2008
" Khan Zada Afridi Advocate","  Independent","  185",45,"Tribal Area",2008
" Dawood Khan","  Independent","  180",45,"Tribal Area",2008
" Ishratullah","  Independent","  169",45,"Tribal Area",2008
" Fazal Karim Shalmani","  Independent","   93",45,"Tribal Area",2008
